pagePath,region,percentScrolled,eventName,newVsReturning,city,dateHour,crashFreeUsersRate,bounceRate,engagementRate,userEngagementDuration,scrolledUsers,totalUsers,sessions
/,Oregon,,first_visit,new,Boardman,2023101510,1,1,0,0,0,1,1
/,Oregon,,first_visit,new,Boardman,2023110714,1,1,0,0,0,1,1
/,Oregon,,first_visit,new,Boardman,2023112207,1,1,0,0,0,1,1
/,Oregon,,first_visit,new,Prineville,2023092521,1,1,0,0,0,1,1
/,Oregon,,page_view,new,Boardman,2023100713,1,1,0,0,0,1,1
/,Oregon,,page_view,new,Boardman,2023101502,1,1,0,0,0,1,1
/,Ohio,,user_engagement,new,Columbus,2023091816,1,0,1,1,0,1,1
/,Oregon,,page_view,new,Boardman,2023110714,1,1,0,0,0,1,1
/,Oregon,,page_view,new,Boardman,2023112207,1,1,0,0,0,1,1
/,Pennsylvania,,user_engagement,new,Doylestown,2023091816,1,0,1,1,0,1,1
/,Oregon,,session_start,new,Boardman,2023100713,1,1,0,0,0,1,1
/,Oregon,,session_start,new,Boardman,2023101502,1,1,0,0,0,1,1
/,Oregon,,session_start,new,Boardman,2023101510,1,1,0,0,0,1,1
/,Oregon,,session_start,new,Boardman,2023110714,1,1,0,0,0,1,1
/,Oregon,,session_start,new,Boardman,2023112207,1,1,0,0,0,1,1
/,Oregon,,session_start,new,Prineville,2023092521,1,1,0,0,0,1,1
/,Pennsylvania,,first_visit,new,Doylestown,2023091816,1,0,1,0,0,1,1
/,Pennsylvania,,first_visit,new,Lewistown,2023092018,1,0,1,0,0,1,1
/,Pennsylvania,,first_visit,new,McCandless,2023091817,1,0,1,0,0,1,1
/,Pennsylvania,,first_visit,new,Pittsburgh,2023092318,1,0,1,0,0,1,1
/,Pennsylvania,,first_visit,new,Upper Providence Township,2023092020,1,1,0,0,0,1,1
/,Pennsylvania,,page_view,new,Doylestown,2023091816,1,0,1,0,0,1,1
/,Pennsylvania,,page_view,new,Lewistown,2023092018,1,0,1,0,0,1,1
/,Pennsylvania,,page_view,new,McCandless,2023091817,1,0,1,0,0,1,1
/collections/all,Pennsylvania,,page_view,new,Doylestown,2023091816,1,0,1,0,0,1,1
/,Pennsylvania,,page_view,new,Upper Providence Township,2023092020,1,1,0,0,0,1,1
/,Pennsylvania,,session_start,new,Doylestown,2023091816,1,0,1,0,0,1,1
/,Pennsylvania,,session_start,new,Lewistown,2023092018,1,0,1,0,0,1,1
/,Pennsylvania,,session_start,new,McCandless,2023091817,1,0,1,0,0,1,1
/,Pennsylvania,,session_start,new,Pittsburgh,2023092318,1,0,1,0,0,1,1
/,Pennsylvania,,session_start,new,Upper Providence Township,2023092020,1,1,0,0,0,1,1
/,Nebraska,,page_view,new,Lincoln,2023091817,1,1,0,0,0,1,1
/,Pennsylvania,90,scroll,new,Lewistown,2023092018,1,0,1,0,1,1,1
/,Pennsylvania,90,scroll,new,McCandless,2023091817,1,0,1,0,1,1,1
/,Pennsylvania,90,scroll,new,Pittsburgh,2023092318,1,0,1,0,1,1,1
/,Riyadh Province,,first_visit,new,Riyadh,2023090319,1,1,0,0,0,1,1
/,Riyadh Province,,first_visit,new,Riyadh,2023090419,1,1,0,0,0,1,1
/,Riyadh Province,,first_visit,new,Riyadh,2023090519,1,1,0,0,0,1,1
/store/br-hat,Pennsylvania,,view_item,new,McCandless,2023091817,1,0,1,0,0,1,1
/,Riyadh Province,,page_view,new,Riyadh,2023090419,1,1,0,0,0,1,1
/,Riyadh Province,,page_view,new,Riyadh,2023090519,1,1,0,0,0,1,1
/,Riyadh Province,,session_start,new,Riyadh,2023090319,1,1,0,0,0,1,1
/,Riyadh Province,,session_start,new,Riyadh,2023090419,1,1,0,0,0,1,1
/,Riyadh Province,,session_start,new,Riyadh,2023090519,1,1,0,0,0,1,1
/,South Carolina,,first_visit,new,Columbia,2023092405,1,0,1,0,0,1,1
/,Texas,,page_view,new,San Antonio,2023091916,1,0,1,0,0,1,1
/,South Carolina,,session_start,new,Columbia,2023092405,1,0,1,0,0,1,1
/,South Carolina,90,scroll,new,Columbia,2023092405,1,0,1,0,1,1,1
/,Tamil Nadu,,first_visit,new,Chennai,2023110511,1,1,0,0,0,1,1
/,Tamil Nadu,,page_view,new,Chennai,2023110511,1,1,0,0,0,1,1
/,Tamil Nadu,,session_start,new,Chennai,2023110511,1,1,0,0,0,1,1
/,Tennessee,,first_visit,new,Crab Orchard,2023092007,1,1,0,0,0,1,1
/,Tennessee,,first_visit,new,Elizabethton,2023092004,1,0,1,0,0,1,1
/,Tennessee,,first_visit,new,Loudon,2023092320,1,0,1,0,0,1,1
/,Tennessee,,first_visit,new,Mascot,2023092414,1,1,0,0,0,1,1
/,Texas,90,scroll,new,San Antonio,2023091916,1,0,1,41,1,1,1
/,Tennessee,,page_view,new,Elizabethton,2023092004,1,0,1,0,0,1,1
/,Tennessee,,page_view,new,Loudon,2023092320,1,0,1,0,0,1,1
/,Tennessee,,page_view,new,Mascot,2023092414,1,1,0,0,0,1,1
/,Tennessee,,session_start,new,Crab Orchard,2023092007,1,1,0,0,0,1,1
/,Tennessee,,session_start,new,Elizabethton,2023092004,1,0,1,0,0,1,1
/,Tennessee,,session_start,new,Loudon,2023092320,1,0,1,0,0,1,1
/,Tennessee,,session_start,new,Mascot,2023092414,1,1,0,0,0,1,1
/store,Ohio,90,scroll,new,Cincinnati,2023091917,1,0,1,14,1,1,1
/,Tennessee,90,scroll,new,Crab Orchard,2023092007,1,1,0,0,1,1,1
/,Tennessee,90,scroll,new,Elizabethton,2023092004,1,0,1,0,1,1,1
/,Tennessee,90,scroll,new,Loudon,2023092320,1,0,1,0,1,1,1
/store,Colorado,,page_view,new,Aurora,2023091920,1,0,1,0,0,1,1
/,Texas,,click,new,San Antonio,2023090410,1,1,0,4,0,1,1
/,Texas,,click,returning,San Antonio,2023090321,1,1,0,6,0,1,1
/,Texas,,click,returning,San Antonio,2023092006,1,0,1,9,0,1,1
/store/br-trump-stickers,Colorado,,page_view,new,Aurora,2023091920,1,0,1,0,0,1,1
/,Texas,,first_visit,new,Canton,2023100719,1,1,0,0,0,1,1
/,Texas,,first_visit,new,Corpus Christi,2023091111,1,1,0,0,0,1,1
/,Texas,,first_visit,new,Dallas,2023092919,1,0,1,0,0,1,1
/,Texas,,first_visit,new,Eastland,2023091108,1,1,0,0,0,1,1
/,Texas,,first_visit,new,Fort Worth,2023110822,1,1,0,0,0,1,1
/,Texas,,first_visit,new,Houston,2023091721,1,0,1,0,0,1,1
/,Texas,,first_visit,new,Houston,2023092005,1,1,0,0,0,1,1
/,Texas,,first_visit,new,McCamey,2023091108,1,1,0,0,0,1,1
/,Texas,,first_visit,new,Plano,2023092405,1,1,0,0,0,1,1
/,Texas,,first_visit,new,San Antonio,2023090313,1,1,0,0,0,1,1
/,Texas,,first_visit,new,San Antonio,2023090409,1,1,0,0,0,1,1
/,Texas,,first_visit,new,San Antonio,2023090410,1,1,0,0,0,1,1
/,Texas,,first_visit,new,San Antonio,2023091615,1,0,1,0,0,1,1
/,Texas,,first_visit,new,San Antonio,2023091806,1,0,1,0,0,1,1
/,Texas,,first_visit,new,San Antonio,2023091916,1,0,1,0,0,1,1
/,Texas,,first_visit,new,San Antonio,2023092416,1,0,1,0,0,1,1
/,Texas,,first_visit,new,San Antonio,2023092919,1,0,1,0,0,1,1
/,Texas,,first_visit,new,San Antonio,2023100817,1,0.5,0.5,0,0,2,2
/,Texas,,first_visit,new,San Antonio,2023100919,1,0,1,0,0,1,1
/,Texas,,first_visit,new,San Antonio,2023110605,1,1,0,0,0,1,1
/,Texas,,first_visit,new,San Antonio,2023111215,1,0,1,0,0,2,2
/,Texas,,page_view,(not set),San Antonio,2023092006,1,1,0,0,0,1,1
/,Texas,,page_view,(not set),San Antonio,2023092516,1,1,0,0,0,1,1
/,Texas,,page_view,(not set),San Antonio,2023092612,1,1,0,0,0,1,1
/,Georgia,90,scroll,new,Atlanta,2023092003,1,0,1,0,1,1,1
/,Texas,,page_view,(not set),San Antonio,2023111318,1,1,0,0,0,2,2
/,Texas,,page_view,(not set),San Antonio,2023111606,1,1,0,0,0,1,1
/,Tennessee,,user_engagement,new,Elizabethton,2023092004,1,0,1,4,0,1,1
/,Texas,,page_view,new,Corpus Christi,2023091111,1,1,0,0,0,1,1
/,Texas,,page_view,new,Dallas,2023092919,1,0,1,0,0,1,1
/,Virginia,,page_view,new,Warrenton,2023092004,1,1,0,0,0,1,1
/,Texas,,page_view,new,Fort Worth,2023110822,1,1,0,0,0,1,1
/store,Tennessee,,page_view,new,Elizabethton,2023092004,1,0,1,0,0,1,1
/,Texas,,page_view,new,Houston,2023092005,1,1,0,0,0,1,1
/,Texas,,page_view,new,McCamey,2023091108,1,1,0,0,0,1,1
/,Texas,,page_view,new,Plano,2023092405,1,1,0,0,0,1,1
/,Texas,,page_view,new,Robstown,2023092207,1,0,1,0,0,1,1
/store/shirt,Tennessee,,page_view,new,Elizabethton,2023092004,1,0,1,0,0,1,1
/,Texas,,page_view,new,San Antonio,2023090409,1,1,0,0,0,1,1
/store/stickers,Tennessee,90,scroll,new,Elizabethton,2023092004,1,0,1,0,1,1,1
/,Texas,,page_view,new,San Antonio,2023091615,1,0,1,0,0,1,1
/,Texas,,page_view,new,San Antonio,2023091806,1,0,1,0,0,1,1
/,Florida,,page_view,new,Ruskin,2023092005,1,0,1,0,0,1,1
/,Texas,,page_view,new,San Antonio,2023092416,1,0,1,0,0,1,1
/,Minnesota,,page_view,new,West Saint Paul,2023092005,1,0,1,0,0,1,1
/,Texas,,page_view,new,San Antonio,2023100817,1,0.5,0.5,0,0,2,2
/,Texas,,page_view,new,San Antonio,2023100919,1,0,1,0,0,1,1
/store/hoodie,Minnesota,,page_view,new,West Saint Paul,2023092005,1,0,1,0,0,1,1
/,Texas,,page_view,new,San Antonio,2023111215,1,0,1,0,0,2,2
/,Texas,,page_view,returning,San Antonio,2023090316,1,1,0,0,0,1,1
/store/hoodie,Minnesota,90,scroll,new,West Saint Paul,2023092005,1,0,1,10,1,1,1
/,Texas,,page_view,returning,San Antonio,2023090321,1,1,0,0,0,1,1
/,Texas,,page_view,returning,San Antonio,2023090413,1,1,0,0,0,1,1
/,Arkansas,90,scroll,new,Little Rock,2023092006,1,0,1,0,1,1,1
/,Texas,,page_view,returning,San Antonio,2023090420,1,1,0,0,0,1,1
/,Tennessee,,page_view,new,Crab Orchard,2023092007,1,1,0,0,0,1,1
/,Texas,,page_view,returning,San Antonio,2023091021,1,1,0,0,0,1,1
/,Texas,,page_view,returning,San Antonio,2023091108,1,1,0,0,0,1,1
/,Texas,,user_engagement,returning,San Antonio,2023092010,1,0,1,0,0,1,1
/,Texas,,page_view,returning,San Antonio,2023091708,1,1,0,0,0,1,1
/,California,90,scroll,new,Los Angeles,2023092012,1,0,1,0,1,1,1
/,Texas,,page_view,returning,San Antonio,2023091719,1,0,1,0,0,1,1
/,Texas,,page_view,returning,San Antonio,2023091720,1,0,1,0,0,1,1
/,Texas,,page_view,returning,San Antonio,2023092005,1,0,1,0,0,1,1
/,Texas,,page_view,returning,San Antonio,2023092006,1,0,1,0,0,1,1
/,Texas,,page_view,returning,San Antonio,2023092014,1,0,1,0,0,1,1
/,Texas,,page_view,returning,San Antonio,2023092111,1,0,1,0,0,2,2
/store,Texas,,page_view,returning,San Antonio,2023092014,1,0,1,0,0,1,1
/,Texas,,page_view,returning,San Antonio,2023092121,1,0,1,0,0,1,1
/,Texas,,page_view,returning,San Antonio,2023092220,1,0,1,0,0,1,1
/store,New Mexico,,user_engagement,new,Las Cruces,2023092018,1,0,1,13,0,1,1
/,Texas,,page_view,returning,San Antonio,2023092312,1,0,1,0,0,2,2
/,Texas,,page_view,returning,San Antonio,2023092313,1,0,1,0,0,1,1
/,Texas,,page_view,returning,San Antonio,2023092314,1,0,1,0,0,2,2
/store,Pennsylvania,,page_view,new,Lewistown,2023092018,1,0,1,0,0,1,1
/,Texas,,page_view,returning,San Antonio,2023092317,1,0,1,0,0,2,2
/,Wisconsin,,page_view,new,Holmen,2023092020,1,0,1,0,0,1,1
/,Texas,,page_view,returning,San Antonio,2023092412,1,0,1,0,0,1,1
/store/hat,Wisconsin,,page_view,new,Brookfield,2023092020,1,0,1,0,0,1,1
/,Texas,,page_view,returning,San Antonio,2023111420,1,0,1,0,0,2,2
/,Texas,,page_view,returning,San Antonio,2023111705,1,1,0,0,0,1,1
/,Texas,,page_view,returning,San Antonio,2023111720,1,0,1,0,0,1,1
/,Texas,,page_view,returning,San Antonio,2023111721,1,0,1,0,0,1,1
/store/shirt,Wisconsin,,page_view,new,Holmen,2023092020,1,0,1,0,0,1,1
/,Texas,,page_view,returning,San Antonio,2023112118,1,0,1,0,0,1,1
/,Tokyo,,user_engagement,new,Shibuya City,2023092022,1,0,1,2,0,1,1
/,Texas,,page_view,returning,San Antonio,2023112206,1,0,1,0,0,1,1
/,Texas,,page_view,returning,San Antonio,2023112211,1,0,1,0,0,1,1
/,Texas,,session_start,(not set),San Antonio,2023092006,1,1,0,0,0,1,1
/,Texas,,session_start,(not set),San Antonio,2023092516,1,1,0,0,0,1,1
/,Texas,,session_start,(not set),San Antonio,2023092612,1,1,0,0,0,1,1
/,Texas,,session_start,(not set),San Antonio,2023092811,1,1,0,0,0,1,1
/,Texas,,session_start,(not set),San Antonio,2023111318,1,1,0,0,0,2,2
/,Texas,,session_start,(not set),San Antonio,2023111606,1,1,0,0,0,1,1
/,Texas,,session_start,new,Canton,2023100719,1,1,0,0,0,1,1
/,Texas,,session_start,new,Corpus Christi,2023091111,1,0,1,0,0,1,1
/,Texas,,session_start,new,Dallas,2023092919,1,0,1,0,0,1,1
/,Texas,,session_start,new,Eastland,2023091108,1,0,1,0,0,1,1
/,Texas,,session_start,new,Fort Worth,2023110822,1,1,0,0,0,1,1
/,Texas,,session_start,new,Houston,2023091721,1,0,1,0,0,1,1
/,Texas,,session_start,new,Houston,2023092005,1,1,0,0,0,1,1
/,Texas,,session_start,new,McCamey,2023091108,1,0,1,0,0,1,1
/,Texas,,session_start,new,Plano,2023092405,1,1,0,0,0,1,1
/,Texas,,session_start,new,San Antonio,2023090313,1,0,1,0,0,1,1
/,Texas,,session_start,new,San Antonio,2023090409,1,1,0,0,0,1,1
/,Texas,,session_start,new,San Antonio,2023090410,1,0,1,0,0,1,1
/,Texas,,session_start,new,San Antonio,2023091615,1,0,1,0,0,1,1
/,Texas,,session_start,new,San Antonio,2023091806,1,0,1,0,0,1,1
/,Texas,,session_start,new,San Antonio,2023091916,1,0,1,0,0,1,1
/,Texas,,session_start,new,San Antonio,2023092416,1,0,1,0,0,1,1
/,Texas,,session_start,new,San Antonio,2023092919,1,0,1,0,0,1,1
/,Texas,,session_start,new,San Antonio,2023100817,1,0.5,0.5,0,0,2,2
/,Texas,,session_start,new,San Antonio,2023100919,1,0,1,0,0,1,1
/,Texas,,session_start,new,San Antonio,2023110605,1,1,0,0,0,1,1
/,Texas,,session_start,new,San Antonio,2023111215,1,0,1,0,0,2,2
/,Texas,,session_start,returning,San Antonio,2023090315,1,1,0,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023090316,1,0,1,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023090319,1,1,0,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023090320,1,0,1,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023090321,1,0,1,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023090413,1,0,1,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023090416,1,1,0,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023090420,1,0,1,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023090618,1,0,1,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023091021,1,0,1,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023091108,1,1,0,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023091708,1,1,0,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023091711,1,1,0,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023091714,1,0,1,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023091716,1,0,1,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023091719,1,0,1,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023091816,1,1,0,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023092005,1,0,1,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023092010,1,0,1,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023092014,1,0,1,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023092111,1,0,1,0,0,2,2
/,Texas,,session_start,returning,San Antonio,2023092220,1,0,1,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023092312,1,0,1,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023092314,1,0,1,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023092316,1,0,1,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023092317,1,0,1,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023092319,1,1,0,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023092321,1,0,1,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023092412,1,0,1,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023111417,1,1,0,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023111420,1,0,1,0,0,2,2
/,Texas,,session_start,returning,San Antonio,2023111705,1,1,0,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023111720,1,0,1,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023111721,1,0,1,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023112117,1,0,1,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023112119,1,0,1,0,0,1,1
/,Texas,,session_start,returning,San Antonio,2023112211,1,0,1,0,0,1,1
/,Texas,,user_engagement,new,Corpus Christi,2023091111,1,1,0,6,0,1,1
/,Texas,,user_engagement,new,Dallas,2023092919,1,0,1,66,0,1,1
/cart,Tokyo,90,scroll,new,Shibuya City,2023092022,1,0,1,0,1,1,1
/,Texas,,user_engagement,new,Houston,2023091721,1,0,1,4,0,1,1
/,Texas,,user_engagement,new,Raymondville,2023092919,1,0,1,3,0,1,1
/,Texas,,user_engagement,new,Robstown,2023092207,1,0,1,12,0,1,1
/,Texas,,user_engagement,new,San Antonio,2023091806,1,0,1,8,0,1,1
/,Texas,,user_engagement,new,San Antonio,2023092919,1,0,1,1,0,1,1
/,Texas,,user_engagement,new,San Antonio,2023100817,1,0,1,3,0,1,1
/,Texas,,user_engagement,returning,San Antonio,2023090315,1,1,0,0,0,1,1
/store,California,,page_view,new,Carlsbad,2023092022,1,0,1,0,0,1,1
/,Texas,,user_engagement,returning,San Antonio,2023090321,1,1,0,32,0,1,1
/store/br-unisex-columbia-fleece-jacket,Tokyo,,page_view,new,Shibuya City,2023092022,1,0,1,0,0,1,1
/,Texas,,user_engagement,returning,San Antonio,2023090420,1,1,0,13,0,1,1
/store/shirt,Tokyo,,page_view,new,Shibuya City,2023092022,1,0,1,0,0,1,1
/,Texas,,user_engagement,returning,San Antonio,2023091021,1,1,0,34,0,1,1
/,Texas,,user_engagement,returning,San Antonio,2023091612,1,1,0,7,0,1,1
/,Texas,,user_engagement,returning,San Antonio,2023091711,1,1,0,0,0,1,1
/,Texas,,user_engagement,returning,San Antonio,2023091714,1,0,1,15,0,1,2
/store/stickers,Tokyo,,page_view,new,Shibuya City,2023092022,1,0,1,0,0,1,1
/,Texas,,user_engagement,returning,San Antonio,2023091719,1,0,1,30,0,1,1
/,Texas,,user_engagement,returning,San Antonio,2023091720,1,0,1,14,0,1,1
/,Texas,,user_engagement,returning,San Antonio,2023091816,1,1,0,10,0,1,1
/,Texas,,user_engagement,returning,San Antonio,2023092006,1,0,1,9,0,1,1
/store/stickers,Tokyo,90,scroll,new,Shibuya City,2023092022,1,0,1,0,1,1,1
/,Texas,,user_engagement,returning,San Antonio,2023092014,1,0,1,4,0,1,1
/,North Carolina,,page_view,new,(not set),2023092103,1,0,1,0,0,1,1
/,Texas,,user_engagement,returning,San Antonio,2023092112,1,0,1,8,0,1,1
/,Texas,,user_engagement,returning,San Antonio,2023092121,1,0,1,4,0,1,1
/,New York,,page_view,new,New York,2023092111,1,1,0,0,0,1,1
/,Texas,,user_engagement,returning,San Antonio,2023092312,1,0,1,16,0,2,2
/,Texas,,user_engagement,returning,San Antonio,2023092313,1,0,1,295,0,1,1
/,Texas,,user_engagement,returning,San Antonio,2023092314,1,0,1,6,0,2,2
/,Texas,,user_engagement,returning,San Antonio,2023092316,1,0,1,3,0,1,1
/,Texas,,user_engagement,returning,San Antonio,2023092111,1,0,1,11,0,1,1
/,Texas,,user_engagement,returning,San Antonio,2023092319,1,1,0,0,0,1,1
/store/br,Texas,90,scroll,returning,San Antonio,2023092111,1,0,1,0,1,1,1
/,Texas,,user_engagement,returning,San Antonio,2023111417,1,1,0,4,0,1,1
/,Texas,,user_engagement,returning,San Antonio,2023111720,1,0,1,3,0,1,1
/,Texas,,user_engagement,returning,San Antonio,2023112119,1,0,1,2,0,1,1
/,Texas,,user_engagement,returning,San Antonio,2023112206,1,0,1,108,0,1,1
/,Texas,,user_engagement,returning,San Antonio,2023112211,1,0,1,57,0,1,1
/,Texas,90,scroll,new,Corpus Christi,2023091111,1,1,0,8,1,1,1
/,Texas,90,scroll,new,Dallas,2023092919,1,0,1,7,1,1,1
/,Texas,90,scroll,new,Eastland,2023091108,1,1,0,13,1,1,1
/,Texas,,page_view,returning,San Antonio,2023092112,1,0,1,0,0,2,2
/,Texas,90,scroll,new,Plano,2023092405,1,1,0,0,1,1,1
/,Texas,90,scroll,new,Robstown,2023092207,1,0,1,16,1,1,1
/store,Texas,,page_view,returning,San Antonio,2023092112,1,0,1,0,0,1,1
/,Texas,90,scroll,new,San Antonio,2023090410,1,1,0,23,1,1,1
/,Texas,90,scroll,new,San Antonio,2023091806,1,0,1,0,1,1,1
/store,Texas,,user_engagement,returning,San Antonio,2023092112,1,0,1,4,0,1,1
/,Texas,90,scroll,new,San Antonio,2023092919,1,0,1,10,1,1,1
/,Texas,90,scroll,new,San Antonio,2023100919,1,0,1,0,1,1,1
/store,California,90,scroll,new,Pittsburg,2023092115,1,0,1,10,1,1,1
/,Texas,90,scroll,returning,San Antonio,2023090316,1,1,0,5,1,1,1
/,Texas,90,scroll,returning,San Antonio,2023090320,1,1,0,0,1,1,1
/store/hoodie,California,,page_view,new,Pittsburg,2023092115,1,0,1,0,0,1,1
/,Texas,90,scroll,returning,San Antonio,2023090416,1,1,0,2,1,1,1
/,Texas,90,scroll,returning,San Antonio,2023090420,1,1,0,15,1,1,1
/,Maryland,,page_view,new,Annapolis,2023092116,1,0,1,0,0,1,1
/,Texas,90,scroll,returning,San Antonio,2023091108,1,1,0,2,1,1,1
/,Texas,90,scroll,returning,San Antonio,2023091708,1,1,0,0,1,1,1
/,Texas,90,scroll,returning,San Antonio,2023091714,1,0,1,9,1,1,2
/,Texas,90,scroll,returning,San Antonio,2023091719,1,0,1,9,1,1,1
/,Texas,90,scroll,returning,San Antonio,2023091720,1,0,1,1,1,1,1
/,Texas,90,scroll,returning,San Antonio,2023092006,1,0,1,11,1,1,1
/,Texas,90,scroll,returning,San Antonio,2023092014,1,0,1,4,1,1,1
/,Texas,90,scroll,returning,San Antonio,2023092111,1,0,1,0,1,1,1
/,Texas,90,scroll,returning,San Antonio,2023092311,1,0,1,0,1,1,1
/,Maryland,,user_engagement,new,Annapolis,2023092116,1,0,1,9,0,1,1
/,Texas,90,scroll,returning,San Antonio,2023092313,1,0,1,36,1,1,1
/,Texas,90,scroll,returning,San Antonio,2023092314,1,0,1,8,2,2,2
/,Texas,90,scroll,returning,San Antonio,2023092317,1,0,1,0,1,1,1
/store,Maryland,,page_view,new,Annapolis,2023092116,1,0,1,0,0,1,1
/,Texas,90,scroll,returning,San Antonio,2023112118,1,0,1,0,1,1,1
/,Texas,90,scroll,returning,San Antonio,2023112119,1,0,1,14,1,1,1
/,Texas,90,scroll,returning,San Antonio,2023112206,1,0,1,0,1,1,1
/,Texas,90,session_start,returning,San Antonio,2023112206,1,0,1,0,0,1,1
/,Tokyo,,first_visit,new,Shibuya City,2023092022,1,0,1,0,0,1,1
/,Tokyo,,page_view,new,Shibuya City,2023092022,1,0,1,0,0,1,1
/,Tokyo,,session_start,new,Shibuya City,2023092022,1,0,1,0,0,1,1
/,Georgia,,user_engagement,new,Atlanta,2023092117,1,0,1,2,0,1,1
/,Virginia,,first_visit,new,Ashburn,2023112219,1,1,0,0,0,1,1
/,Virginia,,first_visit,new,Danville,2023092123,1,0,1,0,0,1,1
/,Virginia,,first_visit,new,Dulles,2023092220,1,0,1,0,0,1,1
/,Virginia,,first_visit,new,Purcellville,2023091919,1,0,1,0,0,1,1
/,Virginia,,first_visit,new,Warrenton,2023092004,1,1,0,0,0,1,1
/,Virginia,,page_view,new,Ashburn,2023112219,1,1,0,0,0,1,1
/,California,,page_view,new,Sanger,2023092119,1,1,0,0,0,1,1
/,Virginia,,page_view,new,Dulles,2023092220,1,0,1,0,0,1,1
/,Virginia,,page_view,new,Purcellville,2023091919,1,0,1,0,0,1,1
/store/hoodie,Texas,,page_view,returning,San Antonio,2023092119,1,0,1,0,0,1,1
/,Virginia,,session_start,new,Ashburn,2023112219,1,1,0,0,0,1,1
/,Virginia,,session_start,new,Danville,2023092123,1,0,1,0,0,1,1
/,Virginia,,session_start,new,Dulles,2023092220,1,0,1,0,0,1,1
/,Virginia,,session_start,new,Purcellville,2023091919,1,0,1,0,0,1,1
/,Virginia,,session_start,new,Warrenton,2023092004,1,1,0,0,0,1,1
/,Virginia,90,scroll,new,Ashburn,2023112219,1,1,0,0,1,1,1
/store/hat,Texas,,page_view,returning,San Antonio,2023092119,1,0,1,0,0,1,1
/,Virginia,90,scroll,new,Purcellville,2023091919,1,0,1,0,1,1,1
/,Washington,,first_visit,new,(not set),2023092204,1,0,1,0,0,1,1
/,Washington,,first_visit,new,Seattle,2023092220,1,1,0,0,0,1,1
/,Washington,,first_visit,new,Seattle,2023092223,1,1,0,0,0,1,1
/,Washington,,first_visit,new,Seattle,2023092319,1,0,1,0,0,1,1
/,Washington,,page_view,new,(not set),2023092204,1,0,1,0,0,1,1
/store/shirt,Texas,,page_view,returning,San Antonio,2023092119,1,0,1,0,0,1,1
/,Washington,,page_view,new,Seattle,2023092223,1,1,0,0,0,1,1
/,Washington,,page_view,new,Seattle,2023092319,1,0,1,0,0,1,1
/,Washington,,session_start,new,(not set),2023092204,1,0,1,0,0,1,1
/,Washington,,session_start,new,Seattle,2023092220,1,1,0,0,0,1,1
/,Washington,,session_start,new,Seattle,2023092223,1,1,0,0,0,1,1
/,Washington,,session_start,new,Seattle,2023092319,1,0,1,0,0,1,1
/shop,Missouri,,user_engagement,new,Bolivar,2023092121,1,0,1,8,0,1,1
/,Washington,90,scroll,new,Seattle,2023092319,1,0,1,0,1,1,1
/,Wisconsin,,first_visit,new,Brookfield,2023092020,1,0,1,0,0,1,1
/,Wisconsin,,first_visit,new,Holmen,2023092020,1,0,1,0,0,1,1
/,Wisconsin,,page_view,new,Brookfield,2023092020,1,0,1,0,0,1,1
/shop,Oklahoma,,page_view,new,Perry,2023092121,1,0,1,0,0,1,1
/,Wisconsin,,session_start,new,Brookfield,2023092020,1,0,1,0,0,1,1
/,Wisconsin,,session_start,new,Holmen,2023092020,1,0,1,0,0,1,1
/,Wisconsin,,user_engagement,new,Holmen,2023092020,1,0,1,2,0,1,1
/,Wisconsin,90,scroll,new,Holmen,2023092020,1,0,1,0,1,1,1
/about,New York,,page_view,new,New York,2023092418,1,0,1,0,0,1,1
